pertanyaan,jawaban
perang adalah termasuk juga perang saudara dengan mengangkat senjata membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 161
waktu perang adalah termasuk waktu di mana bahaya perang mengancam dan/atau ada perintah untuk mobilisasi tentara nasional indonesia dan selama keadaan mobilisasi tersebut masih berlangsung. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 162
musuh adalah termasuk juga pemberontak dan negara atau kekuasaan yang diperkirakan akan menjadi lawan perang. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 163
masuk adalah termasuk mengakses komputer atau masuk ke dalam sistem komputer membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 164
"memanjat adalah termasuk masuk dengan melalui lubang yang sudah ada tetapi tidak untuk tempat orang lewat, atau masuk melalui lubang dalam tanah yang sengaja digali, atau masuk melalui atau menyeberangi selokan atau parit yang gunanya sebagai pembatas halaman. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 165
"anak kunci palsu adalah anak kunci duplikat termasuk juga segala perkakas, sistem elektronik, atau yang disamakan dengan itu yang tidak dimaksudkan untuk membuka kunci yang digunalan untuk membuka kunci membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 166
ruang adalah termasuk bentangan atau terminal komputer yang dapat diakses dengan cara tertentu. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 167
"bangunan listrik adalah bangunan yang digunakan untuk membangkitkan, mengalirkan, mengubah, atau menyerahkan tenaga listrik, termasuk alat yang berhubungan dengan itu, yaitu alat penjaga keselamatan, alat pemasang, alat pendukung, alat pencegah, atau alat pemberi peringatan. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 168
"komputer adalah alat untuk memproses data elektronik, magnetik, optikal, atau sistem yang melaksanakan fungsi logika, aritmatika, dan penyimpanan. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 169
"informasi elektronik adalah satu atau sekumpulan data elektronik, termasuk tetapi tidak terbatas pada tulisan, suara, gambar, peta, rancangan, foto, mempertukarkan data secara elektronik, surat elektronik, telegram, pengkopian jarakjauh atau sejenisnya, huruf, tanda, angka, kode akses, simbol, atau perforasi yang telah diolah yang memiliki arti atau dapat dipahami oleh orang yang mampu memahaminya. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 170
"kode akses adalah angka, huruf, simbol lainnya atau kombinasi diantaranya yang merupakan kunci untuk dapat mengakses komputer, jaringan komputer, internet, atau media elektronik lainnya. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 171
"pornografi adalah gambar, sketsa, ilustrasi, foto, suara, bunyi, gambar bergerak, animasi, kartun, percakapan, gerak tubuh, atau bunyi pesan lainnya melalui berbagai bentuk media komunikasi dan/atau pertunjukan di muka umum, yang memuat kecabulan atau eksploitasi seksual yang melanggar norma kesusilaan dalam masyarakat. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 172
pengusaha adalah orang yang menjalankan perusahaan atau usaha dagang. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 173
"kapal adalah kendaraan air dengan bentuk dan jenis apa pun, yang digerakkan dengan tenaga mekanik, tenaga angin, atau ditunda, termasuk kendaraan yang berdaya dukung dinamis, kendaraan di bawah permukaan air, serta alat apung dan bangunan terapung yang tidak berpindah pindah membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 174
penumpang adalah orang selain nakhoda dan anak buah kapal yang berada di kapal atau orang selain kapten penerbang dan awak pesawat udara lain yang berada dalam pesawat udara. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 175
anak buah ihpal adalah awak kapal selain nakhoda. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 176
awak ikpal adalah orurng yang bekerja atau dipeke{akan di atas kapal oleh pemilik atau operator kapal yang melakukan tugas di atas kapal sesuai dengan jabatannya. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 177
kapal indonesia adalah kapal yang didaftar di indonesia dan memperoleh surat tanda kebangsaan kapal indonesia sesuai dengan ketentuan peraturan perundang-undangan. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 178
nakhoda adalah salah seorang awak kapal yang menjadi pemimpin tertinggi di kapal dan mempunyai wewenang dan tanggung jawab tertentu sesuai dengan ketentuan peraturan perundang-undangan. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 179
"pesawat udara adalah setiap mesin atau alat yang dapat terbang di atmosfer karena gaya angkat dari reaksi udara, tetapi bukan karena reaksi udara terhadap permukaan bumi yang digunakan untuk penerbangan. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 180
"dalam penerbangan adalah jangka waktu sejak saat semua pintu luar pesawat udara ditutup setelah naiknya penumpang sampai saat pintu dibuka untuk penurunan penumpang, atau dalam hal terjadi pendaratan darurat penerbangan dianggap terus berlangsung sampai saat penguasa yang berwenang mengambil alih tanggung jawab atas pesawat udara dan barang yang ada di dalam pesawat udara. membicarakan tentang?",pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 181
dalam dinas penerbangan adalah jangka waktu sejak saat pesawat udara disiapkan oleh awak darat atau oleh awak pesawat untuk penerbangan tertentu sampai lewat 24 (dtua puluh empat) jam sesudah pendaratan. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 182
ternak adalah hewan peliharaan yang dipenrntukkan sebagai sumber pangan dan sumber mata pencaharian. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 183
bulan adalah waktu 30 (tiga puluh) hari. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 184
hari adalah waktu selama 24 (&ta puluh empat) jam. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 185
malam adalah waktu di antara matahari terbenam dan matahari terbit. membicarakan tentang?,pasal tersebut membicarakan pengertian istilah nan dan terdapat pada pasal 186
"ketentuan dalam bab i sampai dengan bab v buku kesatu berlaku juga bagi perbuatan yang dapat dipidana menurut peraturan perundang-undangan lain, kecuali ditentukan lain menurut undang-undang. membicarakan tentang?",pasal tersebut membicarakan aturan penutup nan dan terdapat pada pasal 187
"setiap orang yang menyebarkan dan mengembangkan ajaran komunisme/marxisme-leninisme atau paham lain yang bertentangan dengan pancasila di muka umum dengan lisan atau tulisan termasuk menyebarkan atau mengembangkan melalui media apa pun, dipidana dengan pidana penjara paling lama 4 (empat) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
"dalam hal perbuatan sebagaimana dimaksud pada ayat (1) dilakukan dengan maksud mengubah atau mengganti pancasila sebagai dasar negara, dipidana dengan pidana penjara paling lama 7 (tujuh) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
"dalam hal perbuatan sebagaimana dimaksud pada ayal (1) atau ayat (2) mengakibatkan terjadinya kerusuhan dalam masyarakat atau kerugian harta kekayaan, dipidana dengan pidana penjara paling lama l0 (sepuluh) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
"dalam hal perbuatan sebagaimana dimaksud pada ayat (3) mengakibatkan orang menderita luka berat, dipidana dengan pidana penjara paling lama 12 (dua belas) tahun membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
"dalam hal perbuatan sebagaimana dimaksud pada ayat (3) mengakibatkan matinya orang, dipidana dengan pidana penjara paling lama 15 (lima belas) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
tidak dipidana orang yang melakukan kajian terhadap ajaran komunisme/marxisme-leninisme atau paham lain yang bertentangan dengan pancasila untuk kepentingan ilmu pengetahuan. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 188
"dipidana dengan pidana penjara paling lama 10 (sepuluh) tahun, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 189
mendirikan organisasi yang diketahui atau patut diduga menganut ajaran komunisme/ marxisme-leninisme atau paham lain yang bertentangan dengan pancasila; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 189
"mengadakan hubungan dengan atau memberikan bantuan kepada atau menerima bantuan dari organisasi, baik di dalam maupun di luar negeri, yang sepatutnya diketahui menganut ajaran komunisme/marxisme-leninisme atau paham lain yang bertentangan dengan pancasila, dengan maksud mengubah dasar negara atau menggulingkan pemerintah. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 189
"setiap orang yang menyatakan keinginannya di muka umum dengan lisan, tulisan, atau melalui media apa pun untuk meniadakan atau mengganti pancasila sebagai dasar negara, dipidana dengan pidana penjara paling lama 5 (lima) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 190
dalam hal perbuatan sebagaimana dimaksud pada ayat (l) mengakibatkan: membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 190
"terjadinya kerusuhan dalam masyarakat atau timbulnya kerugian harta kekayaan, dipidana dengan pidana penjara paling lama 1o (sepuluh) tahun; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 190
"terjadinya kerusuhan dalam masyarakat yang mengalibatkan orang menderita luka berat, dipidana dengan pidana penjara paling lama 12 (dua belas) tahun; atau membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 190
"terjadinya kerusuhan dalam masyarakat yang mengakibatkan matinya orang, dipidana dengan pidana penjara paling lama 15 (lima belas) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana terhadap ideologi negara dan terdapat pada pasal 190
"setiap orang yang melakukan makar dengan maksud membunuh atau merampas kemerdekaan presiden dan/ atau wakil presiden atau menjadikan presiden dan/ atau wakil presiden tidak mampu menjalankan pemerintahan, dipidana dengan pidana mati, pidana penjara seumur hidup, atau pidana penjara paling lama 2o (dua puluh) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 191
"setiap orang yang melakukan makar dengan maksud supaya sebagian atau seluruh wilayah negara kesatuan republik indonesia jatuh kepada kekuasaan asing atau untuk memisahkan diri dari negara kesatuan republik indonesia, dipidana dengan pidana mati, pidana penjara seumur hidup, atau pidana penjara paling lama 20 (dua puluh) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 192
"setiap orang yang melakukan makar dengan maksud menggulingkan pemerintah, dipidana dengan pidana penjara paling lama 12 (dua belas) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 193
"pemimpin atau pengatur makar sebagaimana dimaksud pada ayat (1), dipidana dengan pidana penjara paling lama 15 (lima belas) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 193
"dipidana karena pemberontakan dengan pidana penjara paling lama 15 (lima belas) tahun, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 194
melawan pemerintah dengan menggunakan kekuatan senjata; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 194
dengan maksud untuk melawan pemerintah bergerak bersama-sama atau menyatukan diri dengan gerombolan yang melawan pemerintah dengan menggunakan kekuatan senjata. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 194
"pemimpin atau pengatur pemberontakan sebagaimana dimaksud pada ayat (1), dipidana dengan pidana penjara seumur hidup atau pidana penjara paling lama 20 (dua puluh) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 194
"dipidana dengan pidana penjara paling lama 1o (sepuluh) tahun, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 195
"mengadakan hubungan dengan orang atau organisasi yang berkedudukan di luar negeri dengan maksud: 1. membujuk orang atau organisasi; 2. memperkuat niat dari orang atau organisasi; 3. menjanjikan atau memberikan bantuan kepada orang atau organisasi; atau 4. memasukkan suatu barang ke wilayah negara kesatuan republik indonesia, untuk menggulingkan atau mengambil alih pemerintah; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap keamanan negara tindak pidana makar dan terdapat pada pasal 195
